,trade_date,涨停比率,跌停比率,地天板比率,天地板比率,天地板比率剪刀差,涨跌停比率剪刀差,连板比率剪刀差,自由流通市值加权涨跌停比率剪刀差,自由流通市值加权连板比率剪刀差,自由流通市值加权地天与天地板比率剪刀差,pct_chg
137,20230224,0,0,0,0,0,0,0,0,0,0,-1.0381
138,20230227,0,0,0,0,0,0,0,0,0,0,-0.4236
139,20230228,0,0,0,0,0,0,0,0,0,0,0.6334
140,20230301,0.01,0,0,0,0,0.01,0,0.008728,0,0,1.4125
141,20230302,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.000264,0,0,-0.223
142,20230303,0.0033333333333333335,0.0033333333333333335,0,0,0,0.0,0,0.000657,0,0,0.3112
143,20230306,0.006666666666666667,0.0033333333333333335,0,0,0,0.0033333333333333335,-0.0033333333333333335,0.004499000000000001,-0.001225,0,-0.5215
144,20230307,0,0,0,0,0,0,0,0,0,0,-1.4641
145,20230308,0,0,0,0,0,0,0,0,0,0,-0.3642
146,20230309,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.002571,0,0,-0.3534
147,20230310,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.001974,0,0,-1.3114
148,20230313,0.013333333333333334,0,0,0,0,0.013333333333333334,0,0.008709999999999999,0,0,1.0474
149,20230314,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.004208,0,0,-0.5985
150,20230315,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.001078,0,0,0.0554
151,20230316,0,0.006666666666666667,0,0,0,-0.006666666666666667,0,-0.004618,0,0,-1.1977
152,20230317,0.016666666666666666,0.0033333333333333335,0,0,0,0.013333333333333332,0,0.004862,0,0,0.4993
153,20230320,0,0.01,0,0,0,-0.01,0,-0.011366,0,0,-0.4987
154,20230321,0,0,0,0,0,0,0,0,0,0,1.0993
155,20230322,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.002889,0,0,0.4285
